name,country_of_citizenship,position,foot,height_in_cm,current_club_domestic_competition_id,current_club_name,market_value_in_eur,yellow_cards,red_cards,goals,assists,minutes_played,age
Ricardo Fernandes,Sao Tome and Principe,Defender,left,173.0,PO1,GD Estoril Praia,300000.0,0,0,0,0,1,22
Zeki Yavru,Türkiye,Defender,right,178.0,TR1,Samsunspor,300000.0,4,0,1,4,2027,33
Artur Remenyak,Ukraine,Attack,right,181.0,UKR1,FC Minaj,300000.0,3,0,5,1,1057,24
Sergiy Sukhanov,Ukraine,Attack,right,183.0,UKR1,Obolon Kyiv,300000.0,3,1,4,0,1217,29
Geovani,Brazil,Attack,left,177.0,UKR1,FC Oleksandriya,300000.0,1,0,1,0,765,23
Declan Gallagher,Scotland,Defender,right,196.0,SC1,St. Mirren FC,300000.0,0,0,0,0,120,34
Călin Popescu,Romania,Attack,right,175.0,GR1,Volos NPS,300000.0,0,0,0,0,96,23
Diego Mariño,Spain,Goalkeeper,right,185.0,ES1,UD Almería,300000.0,0,0,0,0,180,34
Magrão,Brazil,Goalkeeper,right,197.0,PO1,Rio Ave FC,300000.0,0,0,0,0,630,24
Hélder Morim,Portugal,Midfield,left,181.0,PO1,GD Chaves,300000.0,2,0,1,0,650,23
Sergiy Kosovskyi,Ukraine,Midfield,right,184.0,UKR1,Obolon Kyiv,300000.0,2,0,0,2,1261,26
Momo Diaby,France,Midfield,right,188.0,PO1,Portimonense SC,300000.0,2,0,0,0,262,28
Christian Groß,Germany,Midfield,both,182.0,L1,SV Werder Bremen,300000.0,1,0,0,1,822,36
Eloy Room,Curacao,Goalkeeper,right,190.0,NL1,Vitesse Arnhem,300000.0,1,0,0,0,3060,36
Andreas Gülstorff,Denmark,Goalkeeper,left,185.0,DK1,FC Nordsjaelland,300000.0,0,0,0,0,270,22
Andriy Ralyuchenko,Ukraine,Midfield,right,182.0,UKR1,FC Minaj,300000.0,3,0,0,0,621,29
Angelos Liasos,Greece,Midfield,right,185.0,GR1,PAS Giannina,300000.0,5,0,0,0,770,24
Charles,Brazil,Goalkeeper,right,186.0,PO1,Vitória Guimarães SC,300000.0,5,0,5,3,1417,31
Shamal George,England,Goalkeeper,right,198.0,SC1,Livingston FC,300000.0,2,0,0,0,2487,27
Florent Ogier,France,Defender,right,183.0,FR1,Clermont Foot 63,300000.0,1,0,1,1,941,35
Kian Hansen,Denmark,Defender,right,184.0,DK1,FC Nordsjaelland,300000.0,1,0,1,0,2174,35
Facundo Soloa,Argentina,Midfield,right,175.0,GR1,AE Kifisias,300000.0,4,0,0,0,538,28
Roman Goncharenko,Ukraine,Defender,both,184.0,UKR1,Kolos Kovalivka,300000.0,2,0,0,0,587,31
Stephen O'Donnell,Scotland,Defender,right,184.0,SC1,Motherwell FC,300000.0,6,0,0,3,2625,32
Luca Everink,Netherlands,Defender,right,179.0,NL1,Go Ahead Eagles,300000.0,0,0,0,0,281,24
Noah Shamoun,Syria,Attack,right,183.0,DK1,Randers FC,300000.0,0,0,0,0,148,22
Rodrigo Martins,Portugal,Attack,right,177.0,PO1,Portimonense SC,300000.0,1,0,1,1,372,26
Curtis Main,England,Attack,right,178.0,SC1,Dundee FC,300000.0,2,0,0,0,434,32
Vitinho,Brazil,Midfield,right,175.0,PO1,FC Arouca,300000.0,1,0,0,2,2643,25
Rostyslav Taranukha,Ukraine,Attack,right,178.0,UKR1,Obolon Kyiv,300000.0,4,0,3,1,1574,28
Etta Eyong,Cameroon,Attack,right,181.0,ES1,Cádiz CF,300000.0,0,0,0,0,20,21
Gavin Kilkenny,Ireland,Midfield,right,175.0,GB1,AFC Bournemouth,300000.0,0,0,0,0,33,25
Robert Mühren,Netherlands,Attack,right,187.0,NL1,FC Volendam,300000.0,0,1,8,1,1577,35
Ismael,Portugal,Midfield,right,184.0,PO1,Moreirense FC,300000.0,5,0,0,0,555,25
Josh Acheampong,England,Defender,right,185.0,GB1,Chelsea FC,300000.0,0,0,0,0,5,18
Sergiy Petko,Ukraine,Midfield,right,183.0,UKR1,FC Minaj,300000.0,8,0,1,1,1448,31
Demeaco Duhaney,England,Defender,right,180.0,TR1,Istanbulspor,300000.0,8,0,1,0,2189,26
Denys Slyusar,Ukraine,Defender,right,188.0,UKR1,Rukh Lviv,300000.0,2,0,0,0,326,22
Berna,Angola,Attack,left,169.0,PO1,Boavista FC,300000.0,2,0,0,0,305,21
Ali Yaşar,Türkiye,Defender,left,180.0,TR1,Istanbulspor,300000.0,5,0,1,2,2538,29
Daniel Høegh,Denmark,Defender,right,190.0,DK1,Randers FC,300000.0,1,0,1,1,1677,34
Alberto Flores,Spain,Goalkeeper,left,187.0,ES1,Sevilla FC,300000.0,0,0,0,0,90,21
Manu Bueno,Spain,Midfield,left,178.0,ES1,Sevilla FC,300000.0,1,0,0,0,215,20
Chaïm El Djebali,Tunisia,Midfield,right,170.0,FR1,Olympique Lyon,300000.0,0,0,0,0,11,21
Sean Kelly,Scotland,Defender,left,188.0,SC1,Livingston FC,300000.0,1,0,3,0,1514,31
Ibou Sané,Senegal,Attack,right,179.0,FR1,FC Metz,300000.0,1,0,1,0,121,19
Shane Blaney,Ireland,Defender,right,190.0,SC1,Motherwell FC,300000.0,1,0,2,0,1250,26
Santiago Rosales,Argentina,Attack,right,180.0,GR1,PAS Giannina,300000.0,0,0,0,0,98,29
Shio Fukuda,Japan,Attack,right,178.0,L1,Borussia Mönchengladbach,300000.0,0,0,0,0,32,20
Othmane Maamma,Morocco,Attack,right,180.0,FR1,Montpellier HSC,300000.0,0,0,1,0,88,19
Paulo Estrela,Portugal,Midfield,right,171.0,PO1,Portimonense SC,300000.0,1,0,0,1,649,25
Kiki,Portugal,Attack,left,172.0,PO1,Casa Pia AC,300000.0,3,0,0,1,1188,26
Joaquín Panichelli,Argentina,Attack,right,187.0,ES1,Deportivo Alavés,300000.0,0,0,0,0,222,22
Luca Gemello,Italy,Goalkeeper,right,190.0,IT1,Torino FC,300000.0,0,0,0,0,300,24
Andriy Batsula,Ukraine,Defender,left,184.0,UKR1,Vorskla Poltava,300000.0,2,0,2,5,1913,33
André Pereira,Portugal,Attack,left,188.0,PO1,Rio Ave FC,300000.0,3,0,1,0,651,29
Mateus Lusuardi,Brazil,Defender,left,190.0,IT1,Frosinone Calcio,300000.0,1,0,0,0,396,21
Ramik Gadzhyev,Ukraine,Attack,left,180.0,UKR1,SC Dnipro-1,300000.0,3,0,1,0,369,19
Mohamed Bouchouari,Belgium,Defender,right,170.0,BE1,RSC Anderlecht,300000.0,0,0,0,0,1,24
Nikolaos Gotzamanidis,Greece,Defender,right,189.0,GR1,Panserraikos,300000.0,3,0,0,0,944,24
Júnior Pius,Nigeria,Defender,right,193.0,PO1,GD Chaves,300000.0,6,1,0,0,1158,29
Shinga,South Africa,Defender,left,175.0,PO1,CF Estrela Amadora,300000.0,0,0,0,0,516,24
Jack Ipalibo,Nigeria,Midfield,right,184.0,GR1,AE Kifisias,300000.0,6,1,0,0,1129,26
Yanis Issoufou,France,Attack,left,182.0,FR1,Montpellier HSC,300000.0,0,0,0,0,12,18
Vladyslav Vakula,Ukraine,Attack,right,173.0,UKR1,FC Minaj,300000.0,2,0,1,4,1445,25
Norman Theuerkauf,Germany,Midfield,left,183.0,L1,1.FC Heidenheim 1846,300000.0,3,0,0,2,1303,38
Nordin Amrabat,Morocco,Attack,right,179.0,GR1,AEK Athens,300000.0,3,0,4,7,1666,37
Giannis Bouzoukis,Greece,Midfield,left,172.0,GR1,Panetolikos GFS,300000.0,0,0,0,0,311,26
Ritchie De Laet,Belgium,Defender,right,184.0,BE1,Royal Antwerp FC,300000.0,4,0,0,2,1479,36
Vladyslav Dmytrenko,Ukraine,Attack,both,170.0,UKR1,Metalist 1925 Kharkiv,300000.0,2,0,4,0,880,24
Alex Méndez,United States,Midfield,left,178.0,PO1,FC Vizela,300000.0,2,0,0,2,503,24
Liam Boyce,Northern Ireland,Attack,left,184.0,SC1,Heart of Midlothian FC,300000.0,2,0,1,3,849,33
Boris Kleyman,Israel,Goalkeeper,left,185.0,GR1,PAS Giannina,300000.0,1,0,0,0,1800,34
Vasyl Gakman,Ukraine,Defender,right,175.0,UKR1,NK Veres Rivne,300000.0,5,0,0,1,1248,24
Francesco Ruberto,Switzerland,Goalkeeper,right,186.0,PO1,FC Vizela,300000.0,2,0,0,0,565,31
Jardel,Guinea-Bissau,Attack,right,184.0,PO1,FC Vizela,300000.0,0,0,0,1,256,27
Pedro Aparício,Portugal,Midfield,right,172.0,PO1,Moreirense FC,300000.0,2,0,1,0,317,29
Toni Fuidias,Spain,Goalkeeper,right,195.0,ES1,Girona FC,300000.0,0,0,0,0,180,23
Jensen Weir,England,Midfield,right,184.0,GB1,Brighton & Hove Albion,300000.0,0,0,0,0,11,23
Alpaslan Öztürk,Türkiye,Defender,right,186.0,TR1,Pendikspor,300000.0,7,0,2,0,1860,31
Raphael Holzhauser,Austria,Midfield,left,193.0,BE1,Oud-Heverlee Leuven,300000.0,0,0,0,0,71,31
Marios Siampanis,Greece,Goalkeeper,left,188.0,GR1,Volos NPS,300000.0,1,0,0,0,450,25
Diego Pineda,Mexico,Attack,right,177.0,SC1,Dundee FC,300000.0,0,0,0,0,24,29
Georgios Vrakas,Greece,Midfield,right,180.0,GR1,Atromitos Athens,300000.0,1,0,0,0,242,23
Mihail Ghecev,Moldova,Midfield,both,178.0,UKR1,FC Minaj,300000.0,1,0,0,0,494,27
Carljohan Eriksson,Finland,Goalkeeper,right,191.0,DK1,FC Nordsjaelland,300000.0,0,0,0,0,300,29
Pierre Patron,France,Goalkeeper,right,191.0,BE1,R Charleroi SC,300000.0,0,0,0,0,360,27
Yevgeniy Shevchenko,Ukraine,Defender,left,175.0,UKR1,NK Veres Rivne,300000.0,5,0,2,0,1948,29
Nectarios Triantis,Australia,Defender,right,191.0,SC1,Hibernian FC,300000.0,2,0,0,0,791,21
Sergiy Myakushko,Ukraine,Attack,both,170.0,UKR1,Kolos Kovalivka,300000.0,5,0,3,1,1724,31
Youssef El Arabi,Morocco,Attack,right,183.0,GR1,Olympiacos Piraeus,300000.0,0,0,4,1,375,38
Kiko,Portugal,Defender,left,177.0,PO1,Gil Vicente FC,300000.0,1,0,0,0,566,25
Oleg Slobodyan,Ukraine,Midfield,right,181.0,UKR1,Obolon Kyiv,300000.0,2,0,0,1,1189,28
Rodrigo Moura,Brazil,Goalkeeper,right,198.0,PO1,GD Chaves,300000.0,0,0,0,0,630,29
Angus MacDonald,England,Defender,right,190.0,SC1,Aberdeen FC,300000.0,2,0,1,0,1340,32
Nicky Clark,Scotland,Attack,right,178.0,SC1,St. Johnstone FC,300000.0,0,0,6,0,1040,33
Stathis Tachatos,Greece,Defender,right,177.0,GR1,Volos NPS,300000.0,4,0,0,0,465,23
Yuriy Kravchuk,Ukraine,Defender,left,192.0,UKR1,FC Minaj,300000.0,3,0,0,0,666,30
Ayo Obileye,England,Defender,right,191.0,SC1,Livingston FC,300000.0,4,0,0,0,2623,30
Charles Dunne,Ireland,Defender,left,188.0,SC1,St. Mirren FC,300000.0,0,0,1,0,810,32
Unai Marrero,Spain,Goalkeeper,right,189.0,ES1,Real Sociedad,300000.0,1,0,0,0,411,23
Semen Vovchenko,Ukraine,Defender,left,187.0,UKR1,NK Veres Rivne,300000.0,5,0,1,0,1600,25
Alaaddin Okumuş,Türkiye,Defender,right,175.0,TR1,Sivasspor,300000.0,1,0,0,1,1166,29
Mykyta Tatarkov,Ukraine,Midfield,right,178.0,UKR1,Kryvbas Kryvyi Rig,300000.0,1,0,0,1,526,30
Morgan Schneiderlin,France,Midfield,right,186.0,GR1,AE Kifisias,300000.0,2,0,0,0,295,35
Raúl Parra,Spain,Defender,right,187.0,PO1,GD Estoril Praia,300000.0,1,0,1,0,658,25
Darius Johnson,Grenada,Attack,right,182.0,NL1,FC Volendam,275000.0,2,0,1,2,1265,24
Tolis Vellios,Greece,Attack,right,191.0,NL1,PEC Zwolle,275000.0,4,0,3,2,803,33
Amir Batyrev,Russia,Midfield,right,175.0,RU1,FC Sochi,275000.0,3,0,0,0,1000,22
Amar Gerxhaliu,Kosovo,Defender,right,193.0,TR1,Antalyaspor,275000.0,0,0,1,0,335,22
Ryan Trevitt,England,Midfield,right,17.0,GB1,Brentford FC,275000.0,1,0,0,0,90,21
Moses Ebiye,Nigeria,Attack,both,185.0,SC1,Motherwell FC,275000.0,0,0,1,0,36,27
Federico Macheda,Italy,Attack,right,185.0,TR1,MKE Ankaragücü,275000.0,1,0,3,0,485,33
Ivan Zazvonkin,Russia,Midfield,right,178.0,RU1,Dynamo Moscow,275000.0,0,0,1,0,6,20
Vitó,Portugal,Midfield,left,180.0,PO1,CF Estrela Amadora,275000.0,0,0,0,0,647,27
Vitaliy Botnar,Russia,Goalkeeper,left,187.0,RU1,FC Pari Nizhniy Novgorod,275000.0,1,0,0,0,360,23
Marko Vejinović,Netherlands,Midfield,right,186.0,NL1,Heracles Almelo,275000.0,6,0,1,1,1304,35
Sven Nieuwpoort,Netherlands,Defender,right,191.0,NL1,Excelsior Rotterdam,275000.0,2,0,1,0,1523,31
Emrehan Gedikli,Türkiye,Attack,right,187.0,TR1,Istanbulspor,275000.0,0,0,1,0,444,21
Teddy Jenks,England,Midfield,right,191.0,SC1,Ross County FC,275000.0,1,0,0,1,616,22
Mame Mor Faye,Senegal,Attack,right,182.0,TR1,Caykur Rizespor,275000.0,0,0,0,0,100,19
Moryké Fofana,Cote d'Ivoire,Attack,right,175.0,TR1,Samsunspor,275000.0,4,0,0,4,1047,33
Hayrullah Bilazer,Türkiye,Defender,right,170.0,TR1,MKE Ankaragücü,275000.0,1,0,0,0,709,29
Salvatore Sirigu,Italy,Goalkeeper,right,192.0,TR1,Fatih Karagümrük,275000.0,0,0,0,1,1530,38
Hüseyin Türkmen,Türkiye,Defender,right,183.0,TR1,Trabzonspor,275000.0,0,0,0,0,139,27
Deron Payne,Netherlands,Defender,right,182.0,NL1,FC Volendam,275000.0,3,0,0,1,910,22
Admiral Muskwe,Zimbabwe,Attack,right,183.0,GB1,Luton Town,275000.0,0,0,0,0,25,26
Paulinho,Portugal,Attack,right,186.0,PO1,Portimonense SC,275000.0,9,0,19,10,4148,25
Hasan Kılıç,Türkiye,Midfield,right,183.0,TR1,Pendikspor,275000.0,0,0,0,0,29,32
Michiel Kramer,Netherlands,Attack,right,196.0,NL1,RKC Waalwijk,275000.0,5,0,8,0,1866,36
Shaun Byrne,Scotland,Midfield,right,178.0,SC1,Dundee FC,275000.0,0,0,0,0,83,31
Raz Meir,Israel,Defender,right,180.0,NL1,RKC Waalwijk,275000.0,0,0,0,0,142,28
Yevgeniy Morozko,Ukraine,Defender,right,176.0,UKR1,NK Veres Rivne,250000.0,4,0,1,1,1123,31
Maksym Imerekov,Ukraine,Defender,right,186.0,GR1,Atromitos Athens,250000.0,6,0,2,0,1731,34
Yevgen Zaporozhets,Ukraine,Midfield,right,186.0,UKR1,Obolon Kyiv,250000.0,0,0,0,0,149,30
Djordje Nikolic,Serbia,Goalkeeper,right,195.0,TR1,Sivasspor,250000.0,0,0,0,0,450,27
Aloïs Confais,France,Midfield,right,174.0,FR1,Le Havre AC,250000.0,0,0,0,0,6,28
Antonio Jakolis,Croatia,Attack,right,175.0,RU1,Fakel Voronezh,250000.0,1,0,0,0,310,32
Björn Paulsen,Denmark,Defender,right,191.0,DK1,Odense Boldklub,250000.0,2,0,0,2,1260,33
Zeca,Greece,Midfield,right,182.0,GR1,Panathinaikos FC,250000.0,1,1,0,0,629,36
Nikolaos Athanasiou,Greece,Defender,left,177.0,GR1,Atromitos Athens,250000.0,4,0,0,0,1199,23
Guy Hadida,Israel,Midfield,left,177.0,UKR1,Chornomorets Odesa,250000.0,2,0,1,0,313,29
Ardit Toli,Albania,Midfield,right,178.0,UKR1,Vorskla Poltava,250000.0,0,0,0,0,225,27
Né Lopes,Portugal,Defender,right,185.0,PO1,Gil Vicente FC,250000.0,0,0,0,0,258,24
Callum Booth,Scotland,Defender,left,181.0,SC1,St. Johnstone FC,250000.0,0,0,0,1,90,33
Jan Sobocinski,Poland,Defender,left,186.0,GR1,PAS Giannina,250000.0,0,0,1,0,137,25
Federico Gino,Uruguay,Midfield,right,176.0,GR1,PAS Giannina,250000.0,11,0,0,0,1850,31
İlker Karakaş,Türkiye,Attack,right,187.0,TR1,Gaziantep FK,250000.0,0,0,0,1,86,26
Adam Devine,Scotland,Defender,right,190.0,SC1,Motherwell FC,250000.0,0,0,1,1,520,21
Dmytro Shastal,Ukraine,Attack,right,179.0,UKR1,NK Veres Rivne,250000.0,3,0,3,3,1270,29
Steve Mvoué,Cameroon,Midfield,right,185.0,PO1,Portimonense SC,250000.0,0,0,0,0,68,23
Ivan Tyshchenko,Ukraine,Midfield,right,179.0,UKR1,LNZ Cherkasy,250000.0,1,0,0,1,373,26
Rajiv van La Parra,Netherlands,Attack,right,181.0,NL1,Almere City FC,250000.0,1,0,2,1,1828,33
Jonathan de Guzmán,Netherlands,Midfield,right,173.0,NL1,Sparta Rotterdam,250000.0,6,0,1,2,2012,37
Nikolaos Marinakis,Greece,Defender,right,178.0,GR1,OFI Crete FC,250000.0,5,0,1,0,596,31
José Hernández,Ecuador,Defender,left,171.0,UKR1,FC Oleksandriya,250000.0,1,0,0,0,274,28
Samuele Longo,Italy,Attack,right,185.0,GR1,PAS Lamia 1964,250000.0,2,0,1,2,405,33
Aias Aosman,Syria,Midfield,both,175.0,TR1,Pendikspor,250000.0,0,0,0,0,72,30
David Mamutovic,Germany,Attack,left,189.0,L1,1.FSV Mainz 05,250000.0,0,0,0,0,9,24
Dániel Kovács,Hungary,Goalkeeper,right,190.0,GR1,Volos NPS,250000.0,0,0,0,0,720,31
Rashaan Fernandes,Netherlands,Attack,right,170.0,NL1,Go Ahead Eagles,250000.0,0,0,0,0,61,26
Ian Smeulers,Netherlands,Defender,left,177.0,NL1,Excelsior Rotterdam,250000.0,1,0,0,0,179,25
Capita,Angola,Attack,left,172.0,PO1,CF Estrela Amadora,250000.0,0,0,0,0,26,23
Denis Yakuba,Russia,Midfield,both,170.0,RU1,Krylya Sovetov Samara,250000.0,0,0,0,0,151,28
Ibe Hautekiet,Belgium,Defender,right,188.0,BE1,Standard Liège,250000.0,0,0,0,0,56,22
Georgios Tzavellas,Greece,Defender,left,183.0,TR1,Pendikspor,250000.0,7,0,0,0,1665,37
Jon McCracken,Scotland,Goalkeeper,right,190.0,SC1,Dundee FC,250000.0,0,0,0,0,840,24
David Carson,England,Midfield,right,178.0,SC1,Livingston FC,250000.0,1,0,0,0,675,29
Scott Bain,Scotland,Goalkeeper,right,183.0,SC1,Celtic FC,250000.0,0,0,0,0,150,33
Sekou Diawara,Belgium,Attack,left,187.0,IT1,Udinese Calcio,250000.0,0,0,0,0,31,21
Habib Sylla,Cote d'Ivoire,Defender,right,178.0,PO1,GD Chaves,250000.0,2,0,0,0,487,26
Dmitriy Nagiyev,Azerbaijan,Defender,right,176.0,UKR1,Obolon Kyiv,250000.0,0,0,0,1,781,29
Sergey Bryzgalov,Russia,Defender,right,182.0,RU1,Fakel Voronezh,250000.0,1,0,0,0,1028,32
Nikola Stajic,Serbia,Defender,left,182.0,GR1,Panetolikos GFS,250000.0,4,0,0,0,858,23
Facundo Bertoglio,Argentina,Midfield,right,172.0,GR1,Volos NPS,250000.0,3,0,2,0,621,34
Oli Shaw,Scotland,Attack,right,188.0,SC1,Motherwell FC,250000.0,1,0,0,2,352,26
Ross Doohan,Scotland,Goalkeeper,right,186.0,SC1,Aberdeen FC,250000.0,0,0,0,0,90,26
Kerim Alıcı,Türkiye,Defender,right,183.0,TR1,Hatayspor,250000.0,3,0,1,0,1426,27
Igor Vekic,Slovenia,Goalkeeper,right,192.0,DK1,Vejle Boldklub,250000.0,0,0,0,0,300,26
Javi Rueda,Spain,Defender,right,177.0,ES1,Celta de Vigo,250000.0,0,0,0,0,19,22
Lindsay Rose,Mauritius,Defender,right,184.0,GR1,Aris Thessaloniki,250000.0,2,0,0,0,787,33
Niklas Lomb,Germany,Goalkeeper,right,186.0,L1,Bayer 04 Leverkusen,250000.0,0,0,0,0,90,31
Abdulkadir Parmak,Türkiye,Midfield,right,176.0,TR1,Hatayspor,250000.0,0,0,0,1,484,30
Ilya Kukharchuk,Russia,Attack,right,187.0,RU1,FC Pari Nizhniy Novgorod,250000.0,0,0,1,0,636,34
Georgios Xenitidis,Greece,Midfield,both,175.0,GR1,Panetolikos GFS,250000.0,2,0,0,0,282,25
Janne-Pekka Laine,Finland,Midfield,right,184.0,TR1,Caykur Rizespor,250000.0,2,0,0,0,127,24
Teddy Alloh,France,Defender,left,176.0,BE1,KAS Eupen,250000.0,1,0,0,1,194,23
Tashan Oakley-Boothe,England,Midfield,right,182.0,PO1,CF Estrela Amadora,250000.0,0,0,0,0,64,25
Ali Şaşal Vural,Türkiye,Goalkeeper,both,187.0,TR1,Sivasspor,250000.0,3,0,0,0,2970,34
Frederik Rieper,Denmark,Defender,right,196.0,DK1,Silkeborg IF,250000.0,0,0,0,0,319,25
Neto,Brazil,Midfield,right,181.0,PO1,Casa Pia AC,250000.0,19,0,1,1,5252,33
Tayfun Aydoğan,Türkiye,Midfield,right,175.0,TR1,Adana Demirspor,250000.0,3,0,2,1,670,28
Alberk Koç,Türkiye,Defender,left,181.0,TR1,Caykur Rizespor,250000.0,1,0,0,0,14,27
Graham Carey,Ireland,Midfield,left,183.0,SC1,St. Johnstone FC,250000.0,4,0,2,7,2358,35
Edgar Babayan,Armenia,Attack,both,180.0,DK1,Randers FC,250000.0,1,0,0,0,364,29
Luka Racic,Denmark,Defender,right,189.0,GR1,Volos NPS,250000.0,1,0,0,0,381,25
Denys Kostyshyn,Ukraine,Midfield,left,179.0,UKR1,FC Oleksandriya,250000.0,0,0,0,0,282,27
Daan Rienstra,Netherlands,Midfield,right,174.0,GR1,PAS Giannina,250000.0,3,0,1,1,1502,32
Gary Mackay-Steven,Scotland,Midfield,left,175.0,SC1,Kilmarnock FC,250000.0,0,0,0,0,84,34
Joren Dom,Belgium,Midfield,right,178.0,BE1,Oud-Heverlee Leuven,250000.0,2,0,0,1,1435,35
Marcel Rømer,Denmark,Midfield,right,181.0,DK1,Lyngby BK,250000.0,4,0,1,1,2069,33
Álex Mula,Spain,Attack,right,178.0,GR1,PAS Lamia 1964,250000.0,0,0,0,0,155,28
Luka Capan,Croatia,Defender,right,186.0,GR1,AE Kifisias,250000.0,3,0,0,0,1171,29
Alberto Dadie,Spain,Attack,right,170.0,ES1,Real Sociedad,250000.0,0,0,0,1,140,22
Alfred Finnbogason,Iceland,Attack,right,184.0,BE1,KAS Eupen,250000.0,3,0,3,4,1446,36
Alfie Pond,England,Defender,right,191.0,GB1,Wolverhampton Wanderers,250000.0,0,0,0,0,90,20
Rodion Plaksa,Ukraine,Midfield,right,173.0,UKR1,FC Oleksandriya,250000.0,2,0,2,0,574,23
Tommaso Del Lungo,Italy,Defender,right,186.0,IT1,Atalanta BC,250000.0,0,0,0,0,90,21
Egor Ushakov,Russia,Attack,right,177.0,RU1,Krylya Sovetov Samara,250000.0,0,0,0,0,20,22
Marko Mrvaljevic,Montenegro,Attack,right,188.0,UKR1,NK Veres Rivne,250000.0,1,1,3,0,529,23
Andriy Remenyuk,Ukraine,Attack,right,170.0,UKR1,Metalist 1925 Kharkiv,250000.0,1,0,1,0,303,26
Nikolaos Papadopoulos,Greece,Goalkeeper,right,196.0,GR1,Asteras Aktor,250000.0,3,0,0,0,1634,34
Nikolay Poyarkov,Russia,Defender,left,180.0,RU1,Fakel Voronezh,250000.0,1,0,0,0,299,25
Alexandros Malis,Greece,Defender,both,186.0,GR1,Panetolikos GFS,250000.0,5,0,1,0,1838,27
Sergey Parshivlyuk,Russia,Defender,right,180.0,RU1,Dynamo Moscow,250000.0,5,0,0,1,1337,35
Oleg Gorin,Ukraine,Defender,both,188.0,UKR1,SC Dnipro-1,250000.0,4,0,0,0,186,25
Alejandro Cabeza,Ecuador,Attack,right,186.0,RU1,FC Sochi,250000.0,0,0,0,0,11,27
Christos Talichmanidis,Greece,Goalkeeper,right,187.0,GR1,PAOK Thessaloniki,250000.0,0,0,0,0,4,23
Vladyslav Pogorilyi,Ukraine,Attack,right,183.0,UKR1,FC Oleksandriya,250000.0,0,0,1,0,553,21
Ivan Pavlic,Belgium,Midfield,right,185.0,PO1,Portimonense SC,250000.0,1,0,0,0,372,23
Kevin Mensah,Denmark,Defender,both,173.0,DK1,Bröndby IF,250000.0,0,0,0,1,838,33
Vitaliy Yermakov,Ukraine,Defender,right,185.0,UKR1,Chornomorets Odesa,250000.0,1,0,2,1,2669,32
Igor Medynskyi,Ukraine,Attack,right,173.0,UKR1,Obolon Kyiv,250000.0,3,0,0,0,1706,32
Maksym Grysyo,Ukraine,Defender,right,172.0,UKR1,Obolon Kyiv,250000.0,5,0,0,1,887,28
Oleksandr Sklyar,Ukraine,Midfield,both,175.0,UKR1,Vorskla Poltava,250000.0,10,1,3,6,1820,33
Alex Murphy,Ireland,Defender,left,188.0,GB1,Newcastle United,250000.0,0,0,0,0,11,20
Abdul Nurudeen,Ghana,Goalkeeper,right,189.0,BE1,KAS Eupen,250000.0,2,0,0,0,180,26
Anders Dahl,Denmark,Defender,right,176.0,DK1,Silkeborg IF,250000.0,0,0,0,0,142,22
Felipe Silva,Brazil,Defender,left,190.0,PO1,Gil Vicente FC,250000.0,0,0,0,1,270,22
Andy Halliday,Scotland,Midfield,left,181.0,SC1,Motherwell FC,250000.0,2,0,1,1,467,33
Aleksandr Chupayov,Russia,Attack,right,190.0,RU1,Dynamo Moscow,250000.0,0,0,0,0,1,20
Benjamin Kimpioka,Sweden,Attack,right,183.0,SC1,St. Johnstone FC,250000.0,2,0,2,0,567,24
Aleksandr Martynovich,Belarus,Defender,right,192.0,RU1,Rubin Kazan,250000.0,3,0,3,0,1783,37
Dmytro Khomchenovskyi,Ukraine,Midfield,both,182.0,UKR1,Kryvbas Kryvyi Rig,250000.0,2,1,1,5,1482,34
Ben Parkinson,England,Attack,right,183.0,GB1,Newcastle United,250000.0,0,0,0,0,24,19
Sindre Walle Egeli,Norway,Attack,left,182.0,DK1,FC Nordsjaelland,250000.0,0,0,0,0,10,18
Gilli Sörensen,Faroe Islands,Defender,right,187.0,DK1,Vejle Boldklub,250000.0,1,0,0,0,469,32
Kostyantyn Bychek,Ukraine,Attack,left,180.0,UKR1,Metalist 1925 Kharkiv,250000.0,3,0,0,1,534,24
Néné Gbamblé,Cote d'Ivoire,Attack,right,173.0,RU1,Akhmat Grozny,250000.0,0,0,0,1,252,22
Igor Perduta,Ukraine,Defender,right,176.0,UKR1,Vorskla Poltava,250000.0,5,0,0,2,3060,34
Yevgeniy Kucherenko,Ukraine,Goalkeeper,left,192.0,UKR1,LNZ Cherkasy,250000.0,1,0,0,0,1080,25
Zivko Zivkovic,Serbia,Goalkeeper,right,194.0,GR1,PAOK Thessaloniki,250000.0,0,0,0,0,536,35
Zakaria Bakkali,Belgium,Attack,right,170.0,NL1,RKC Waalwijk,250000.0,0,0,0,0,765,29
Gonçalo Nogueira,Portugal,Midfield,right,180.0,PO1,Vitória Guimarães SC,250000.0,0,0,1,0,24,21
Ivan Lepskiy,Russia,Defender,left,185.0,RU1,Dynamo Moscow,250000.0,0,0,0,0,116,20
Gabriele Marchegiani,Italy,Goalkeeper,right,189.0,GR1,Atromitos Athens,250000.0,0,0,0,0,360,28
Andriy Andreychuk,Ukraine,Attack,right,187.0,UKR1,FC Oleksandriya,250000.0,0,0,0,0,393,21
Viktor Klonaridis,Belgium,Attack,right,179.0,GR1,AE Kifisias,250000.0,1,0,0,0,274,32
Juan Garro,Argentina,Attack,left,179.0,GR1,PAS Giannina,250000.0,2,0,1,0,419,32
